Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_010061_20140421_20200911_02_T2,LC08_L1GT_010061_20140421_20200911_02_T2,LC80100612014111LGN01,2014/04/21,T2,2, 010, 061, 010, 061,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-21 15:26:19.743955,2014-04-21 15:26:51.513951,LGN,DAY,  88.35,  88.35,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,60.18171373,62.52005080,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.36"S,78°47'04.60"W,0°23'56.04"S,79°48'36.76"W,0°23'54.06"S,77°45'46.19"W,2°30'06.95"S,79°48'32.80"W,2°29'54.42"S,77°45'35.46"W, -1.44621, -78.78461, -0.39890, -79.81021, -0.39835, -77.76283, -2.50193, -79.80911, -2.49845, -77.75985,LC08_L2SP_010061_20140421_20200911_02_T2,LC80100612014111LGN01
LC08_L2SP_010062_20140421_20200911_02_T2,LC08_L1GT_010062_20140421_20200911_02_T2,LC80100622014111LGN01,2014/04/21,T2,2, 010, 062, 010, 062,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-21 15:26:43.66888,2014-04-21 15:27:15.438876,LGN,DAY,  94.06,  94.11,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,59.30996252,60.51621576,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'34.55"S,79°05'27.85"W,1°50'53.30"S,80°07'01.49"W,1°50'45.35"S,78°04'05.88"W,3°56'55.03"S,80°06'55.62"W,3°56'37.97"S,78°03'46.40"W, -2.89293, -79.09107, -1.84814, -80.11708, -1.84593, -78.06830, -3.94862, -80.11545, -3.94388, -78.06289,LC08_L2SP_010062_20140421_20200911_02_T2,LC80100622014111LGN01
LC08_L2SP_010063_20140421_20200911_02_T1,LC08_L1TP_010063_20140421_20200911_02_T1,LC80100632014111LGN01,2014/04/21,T1,2, 010, 063, 010, 063,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-21 15:27:07.585333,2014-04-21 15:27:39.355329,LGN,DAY,  65.49,  65.48,196,5,    7.044,    4.529,    5.395,LPGS_15.3.1c,58.39918288,58.63870780,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'20.33"S,79°23'52.48"W,3°17'31.63"S,80°25'35.80"W,3°17'19.72"S,78°22'30.68"W,5°23'43.40"S,80°25'30.07"W,5°23'23.86"S,78°22'04.51"W, -4.33898, -79.39791, -3.29212, -80.42661, -3.28881, -78.37519, -5.39539, -80.42502, -5.38996, -78.36792,LC08_L2SP_010063_20140421_20200911_02_T1,LC80100632014111LGN01
LC08_L2SP_010064_20140421_20200911_02_T1,LC08_L1TP_010064_20140421_20200911_02_T1,LC80100642014111LGN01,2014/04/21,T1,2, 010, 064, 010, 064,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-21 15:27:31.506022,2014-04-21 15:28:03.276018,LGN,DAY,  35.30,  34.85,249,5,    6.830,    4.427,    5.201,LPGS_15.3.1c,57.45226575,56.88127937,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,5°47'06.18"S,79°42'20.20"W,4°44'19.75"S,80°44'12.08"W,4°44'05.93"S,78°40'43.21"W,6°50'31.52"S,80°44'08.59"W,6°50'11.47"S,78°40'12.29"W, -5.78505, -79.70561, -4.73882, -80.73669, -4.73498, -78.67867, -6.84209, -80.73572, -6.83652, -78.67008,LC08_L2SP_010064_20140421_20200911_02_T1,LC80100642014111LGN01
LC08_L2SP_008060_20140423_20200911_02_T1,LC08_L1TP_008060_20140423_20200911_02_T1,LC80080602014113LGN01,2014/04/23,T1,2, 008, 060, 008, 060,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-23 15:13:32.730604,2014-04-23 15:14:04.5006,LGN,DAY,  45.81,  45.81,208,5,    7.748,    5.315,    5.638,LPGS_15.3.1c,60.82704964,63.32073960,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,0°00'00.79"S,75°23'25.98"W,1°02'40.70"N,76°24'52.56"W,1°02'41.64"N,74°22'05.30"W,1°03'10.01"S,76°24'52.60"W,1°03'10.94"S,74°22'05.30"W, -0.00022, -75.39055,  1.04464, -76.41460,  1.04490, -74.36814, -1.05278, -76.41461, -1.05304, -74.36814,LC08_L2SP_008060_20140423_20200911_02_T1,LC80080602014113LGN01
LC08_L2SP_008061_20140423_20200911_02_T1,LC08_L1TP_008061_20140423_20200911_02_T1,LC80080612014113LGN01,2014/04/23,T1,2, 008, 061, 008, 061,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-23 15:13:56.642821,2014-04-23 15:14:28.412817,LGN,DAY,  38.02,  38.02,21,5,    6.955,    4.528,    5.278,LPGS_15.3.1c,59.97140724,61.23855027,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'46.68"S,75°41'47.94"W,0°23'55.72"S,76°43'08.22"W,0°23'56.33"S,74°40'32.05"W,2°29'55.03"S,76°43'13.91"W,2°29'58.99"S,74°40'30.97"W, -1.44630, -75.69665, -0.39881, -76.71895, -0.39898, -74.67557, -2.49862, -76.72053, -2.49972, -74.67527,LC08_L2SP_008061_20140423_20200911_02_T1,LC80080612014113LGN01
LC08_L2SP_008062_20140423_20200911_02_T1,LC08_L1TP_008062_20140423_20200911_02_T1,LC80080622014113LGN01,2014/04/23,T1,2, 008, 062, 008, 062,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-23 15:14:20.56351,2014-04-23 15:14:52.333506,LGN,DAY,  77.30,  77.30,49,5,    7.074,    4.624,    5.354,LPGS_15.3.1c,59.07430593,59.28586071,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,2°53'33.97"S,76°00'10.98"W,1°50'49.92"S,77°01'27.98"W,1°50'54.10"S,74°58'48.79"W,3°56'38"S,77°01'41.38"W,3°56'46.97"S,74°58'48.65"W, -2.89277, -76.00305, -1.84720, -77.02444, -1.84836, -74.98022, -3.94389, -77.02816, -3.94638, -74.98018,LC08_L2SP_008062_20140423_20200911_02_T1,LC80080622014113LGN01
LC08_L2SP_011060_20140428_20200911_02_T2,LC08_L1GT_011060_20140428_20200911_02_T2,LC80110602014118LGN01,2014/04/28,T2,2, 011, 060, 011, 060,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-28 15:32:00.340423,2014-04-28 15:32:32.110419,LGN,DAY,  99.97,  97.29,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,60.30372073,60.18451902,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.04"N,80°01'36.37"W,1°02'41.86"N,81°03'01.19"W,1°02'39.59"N,79°00'14.83"W,1°03'11.20"S,81°03'01.19"W,1°03'08.86"S,79°00'14.83"W,  0.00001, -80.02677,  1.04496, -81.05033,  1.04433, -79.00412, -1.05311, -81.05033, -1.05246, -79.00412,LC08_L2SP_011060_20140428_20200911_02_T2,LC80110602014118LGN01
LC08_L2SP_011061_20140428_20200911_02_T2,LC08_L1GT_011061_20140428_20200911_02_T2,LC80110612014118LGN01,2014/04/28,T2,2, 011, 061, 011, 061,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-28 15:32:24.256876,2014-04-28 15:32:56.026872,LGN,DAY,  99.60,  94.80,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,59.38569738,58.22999895,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.86"S,80°19'58.40"W,0°23'56.33"S,81°21'17.93"W,0°23'55.72"S,79°18'41.76"W,2°29'58.96"S,81°21'19.12"W,2°29'55.18"S,79°18'36.14"W, -1.44635, -80.33289, -0.39898, -81.35498, -0.39881, -79.31160, -2.49971, -81.35531, -2.49866, -79.31004,LC08_L2SP_011061_20140428_20200911_02_T2,LC80110612014118LGN01
LC08_L2SP_011062_20140428_20200911_02_T1,LC08_L1TP_011062_20140428_20200911_02_T1,LC80110622014118LGN01,2014/04/28,T1,2, 011, 062, 011, 062,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-28 15:32:48.173329,2014-04-28 15:33:19.943325,LGN,DAY,  92.63,  80.32,15,5,    6.623,    4.322,    5.019,LPGS_15.3.1c,58.43062864,56.40387046,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'33.36"S,80°38'21.41"W,1°50'43.87"S,81°39'45.54"W,1°50'42.36"S,79°36'55.66"W,3°56'46"S,81°39'49.93"W,3°56'42.79"S,79°36'46.48"W, -2.89260, -80.63928, -1.84552, -81.66265, -1.84510, -79.61546, -3.94611, -81.66387, -3.94522, -79.61291,LC08_L2SP_011062_20140428_20200911_02_T1,LC80110622014118LGN01
LC08_L2SP_011063_20140428_20200911_02_T1,LC08_L1TP_011063_20140428_20200911_02_T1,LC80110632014118LGN01,2014/04/28,T1,2, 011, 063, 011, 063,NADIR,   0.000,2020/09/11,2020/09/11,2014-04-28 15:33:12.098254,2014-04-28 15:33:43.86825,LGN,DAY,  63.18,  45.13,118,5,    7.019,    4.769,    5.150,LPGS_15.3.1c,57.44154457,54.69907652,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'20.98"S,80°56'46.50"W,3°17'30.52"S,81°58'16.39"W,3°17'30.12"S,79°55'18.05"W,5°23'31.78"S,81°58'26.04"W,5°23'31.13"S,79°55'07.32"W, -4.33916, -80.94625, -3.29181, -81.97122, -3.29170, -79.92168, -5.39216, -81.97390, -5.39198, -79.91870,LC08_L2SP_011063_20140428_20200911_02_T1,LC80110632014118LGN01
LC08_L2SP_010059_20140507_20200911_02_T1,LC08_L1TP_010059_20140507_20200911_02_T1,LC80100592014127LGN01,2014/05/07,T1,2, 010, 059, 010, 059,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-07 15:25:15.728956,2014-05-07 15:25:47.498952,LGN,DAY,  85.56,  86.79,86,5,    7.546,    4.921,    5.721,LPGS_15.3.1c,60.17415160,57.25401919,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.64"N,78°10'21.22"W,2°29'35.09"N,79°11'38.62"W,2°29'19.18"N,77°08'54.53"W,0°23'36.10"N,79°11'44.59"W,0°23'33.58"N,77°09'07.20"W,  1.44629, -78.17256,  2.49308, -79.19406,  2.48866, -77.14848,  0.39336, -79.19572,  0.39266, -77.15200,LC08_L2SP_010059_20140507_20200911_02_T1,LC80100592014127LGN01
LC08_L2SP_010060_20140507_20200911_02_T2,LC08_L1GT_010060_20140507_20200911_02_T2,LC80100602014127LGN01,2014/05/07,T2,2, 010, 060, 010, 060,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-07 15:25:39.645409,2014-05-07 15:26:11.415405,LGN,DAY,  94.75,  94.75,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,59.19997241,55.38804334,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.68"S,78°28'43.36"W,1°02'50.35"N,79°30'00.14"W,1°02'44.38"N,77°27'19.87"W,1°03'19.66"S,79°30'00.11"W,1°03'13.64"S,77°27'19.84"W, -0.00019, -78.47871,  1.04732, -79.50004,  1.04566, -77.45552, -1.05546, -79.50003, -1.05379, -77.45551,LC08_L2SP_010060_20140507_20200911_02_T2,LC80100602014127LGN01
LC08_L2SP_010061_20140507_20200911_02_T2,LC08_L1GT_010061_20140507_20200911_02_T2,LC80100612014127LGN01,2014/05/07,T2,2, 010, 061, 010, 061,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-07 15:26:03.561862,2014-05-07 15:26:35.331858,LGN,DAY,  87.16,  87.16,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,58.19212469,53.65036305,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'47.87"S,78°47'05.17"W,0°24'05.80"S,79°48'36.76"W,0°24'03.82"S,77°45'46.19"W,2°30'06.95"S,79°48'32.80"W,2°29'54.42"S,77°45'35.46"W, -1.44663, -78.78477, -0.40161, -79.81021, -0.40106, -77.76283, -2.50193, -79.80911, -2.49845, -77.75985,LC08_L2SP_010061_20140507_20200911_02_T2,LC80100612014127LGN01
LC08_L2SP_010062_20140507_20200911_02_T1,LC08_L1TP_010062_20140507_20200911_02_T1,LC80100622014127LGN01,2014/05/07,T1,2, 010, 062, 010, 062,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-07 15:26:27.478315,2014-05-07 15:26:59.248311,LGN,DAY,  73.35,  72.37,59,5,    7.831,    5.292,    5.772,LPGS_15.3.1c,57.15373181,52.03367913,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'34.30"S,79°05'28.14"W,1°50'43.55"S,80°07'01.49"W,1°50'35.59"S,78°04'05.88"W,3°56'55.03"S,80°06'55.62"W,3°56'37.97"S,78°03'46.40"W, -2.89286, -79.09115, -1.84543, -80.11708, -1.84322, -78.06830, -3.94862, -80.11545, -3.94388, -78.06289,LC08_L2SP_010062_20140507_20200911_02_T1,LC80100622014127LGN01
LC08_L2SP_010063_20140507_20200911_02_T1,LC08_L1TP_010063_20140507_20200911_02_T1,LC80100632014127LGN01,2014/05/07,T1,2, 010, 063, 010, 063,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-07 15:26:51.394768,2014-05-07 15:27:23.164764,LGN,DAY,  73.59,  73.60,133,5,    8.403,    5.517,    6.338,LPGS_15.3.1c,56.08766930,50.53021696,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'20.33"S,79°23'52.76"W,3°17'31.63"S,80°25'35.80"W,3°17'19.72"S,78°22'30.68"W,5°23'43.40"S,80°25'30.07"W,5°23'23.86"S,78°22'04.51"W, -4.33898, -79.39799, -3.29212, -80.42661, -3.28881, -78.37519, -5.39539, -80.42502, -5.38996, -78.36792,LC08_L2SP_010063_20140507_20200911_02_T1,LC80100632014127LGN01
LC08_L2SP_010064_20140507_20200911_02_T1,LC08_L1TP_010064_20140507_20200911_02_T1,LC80100642014127LGN01,2014/05/07,T1,2, 010, 064, 010, 064,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-07 15:27:15.315457,2014-05-07 15:27:47.085453,LGN,DAY,  83.15,  82.23,79,5,    6.706,    4.851,    4.630,LPGS_15.3.1c,54.99635148,49.13263191,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,5°47'06.40"S,79°42'20.34"W,4°44'19.75"S,80°44'12.08"W,4°44'05.93"S,78°40'43.21"W,6°50'31.52"S,80°44'08.59"W,6°50'11.47"S,78°40'12.29"W, -5.78511, -79.70565, -4.73882, -80.73669, -4.73498, -78.67867, -6.84209, -80.73572, -6.83652, -78.67008,LC08_L2SP_010064_20140507_20200911_02_T1,LC80100642014127LGN01
LC08_L2SP_008060_20140509_20200911_02_T2,LC08_L1GT_008060_20140509_20200911_02_T2,LC80080602014129LGN01,2014/05/09,T2,2, 008, 060, 008, 060,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-09 15:13:17.192212,2014-05-09 15:13:48.962208,LGN,DAY,  96.83,  96.83,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,58.93767490,54.47611500,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,0°00'00.04"S,75°23'37.86"W,1°02'40.70"N,76°25'02.28"W,1°02'41.64"N,74°22'24.71"W,1°03'10.01"S,76°25'02.28"W,1°03'10.94"S,74°22'24.71"W, -0.00001, -75.39385,  1.04464, -76.41730,  1.04490, -74.37353, -1.05278, -76.41730, -1.05304, -74.37353,LC08_L2SP_008060_20140509_20200911_02_T2,LC80080602014129LGN01
LC08_L2SP_008061_20140509_20200911_02_T1,LC08_L1TP_008061_20140509_20200911_02_T1,LC80080612014129LGN01,2014/05/09,T1,2, 008, 061, 008, 061,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-09 15:13:41.104429,2014-05-09 15:14:12.874425,LGN,DAY,  77.28,  77.28,34,5,    7.843,    5.653,    5.436,LPGS_15.3.1c,57.91368054,52.78283021,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,1°26'46.25"S,75°41'59.64"W,0°23'55.72"S,76°43'17.90"W,0°23'56.33"S,74°40'41.77"W,2°29'55.03"S,76°43'23.63"W,2°29'58.99"S,74°40'40.69"W, -1.44618, -75.69990, -0.39881, -76.72164, -0.39898, -74.67827, -2.49862, -76.72323, -2.49972, -74.67797,LC08_L2SP_008061_20140509_20200911_02_T1,LC80080612014129LGN01
LC08_L2SP_008062_20140509_20200911_02_T2,LC08_L1GT_008062_20140509_20200911_02_T2,LC80080622014129LGN01,2014/05/09,T2,2, 008, 062, 008, 062,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-09 15:14:05.029354,2014-05-09 15:14:36.79935,LGN,DAY,  92.39,  92.39,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,56.85983958,51.20751819,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,18,WGS84,WGS84,2°53'34.62"S,76°00'22.90"W,1°50'49.88"S,77°01'47.39"W,1°50'54.10"S,74°58'58.51"W,3°56'37.97"S,77°02'00.85"W,3°56'46.97"S,74°58'58.37"W, -2.89295, -76.00636, -1.84719, -77.02983, -1.84836, -74.98292, -3.94388, -77.03357, -3.94638, -74.98288,LC08_L2SP_008062_20140509_20200911_02_T2,LC80080622014129LGN01
LC08_L2SP_011059_20140514_20200911_02_T2,LC08_L1GT_011059_20140514_20200911_02_T2,LC80110592014134LGN01,2014/05/14,T2,2, 011, 059, 011, 059,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-14 15:31:22.689959,2014-05-14 15:31:54.459955,LGN,DAY,  72.39,  91.65,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,59.29524628,54.13300486,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'47.62"N,79°43'56.10"W,2°29'29.72"N,80°45'12.71"W,2°29'22.60"N,78°42'31.10"W,0°23'36.78"N,80°45'13.54"W,0°23'35.66"N,78°42'38.66"W,  1.44656, -79.73225,  2.49159, -80.75353,  2.48961, -78.70864,  0.39355, -80.75376,  0.39324, -78.71074,LC08_L2SP_011059_20140514_20200911_02_T2,LC80110592014134LGN01
LC08_L2SP_011060_20140514_20200911_02_T2,LC08_L1GT_011060_20140514_20200911_02_T2,LC80110602014134LGN01,2014/05/14,T2,2, 011, 060, 011, 060,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-14 15:31:46.606412,2014-05-14 15:32:18.376408,LGN,DAY,  98.61,  95.64,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,58.26459709,52.42082328,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.22"N,80°02'18.20"W,1°02'41.86"N,81°03'40.03"W,1°02'39.59"N,79°01'03.32"W,1°03'11.20"S,81°03'40.03"W,1°03'08.89"S,79°01'03.32"W,  0.00006, -80.03839,  1.04496, -81.06112,  1.04433, -79.01759, -1.05311, -81.06112, -1.05247, -79.01759,LC08_L2SP_011060_20140514_20200911_02_T2,LC80110602014134LGN01
LC08_L2SP_011061_20140514_20200911_02_T1,LC08_L1TP_011061_20140514_20200911_02_T1,LC80110612014134LGN01,2014/05/14,T1,2, 011, 061, 011, 061,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-14 15:32:10.527101,2014-05-14 15:32:42.297097,LGN,DAY,  75.94,  70.15,45,5,    6.314,    4.647,    4.276,LPGS_15.3.1c,57.20439781,50.82968137,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'47.94"S,80°20'40.38"W,0°24'06.08"S,81°22'06.46"W,0°24'05.51"S,79°19'20.53"W,2°29'58.92"S,81°22'07.68"W,2°29'55.25"S,79°19'14.99"W, -1.44665, -80.34455, -0.40169, -81.36846, -0.40153, -79.32237, -2.49970, -81.36880, -2.49868, -79.32083,LC08_L2SP_011061_20140514_20200911_02_T1,LC80110612014134LGN01
LC08_L2SP_011062_20140514_20200911_02_T1,LC08_L1TP_011062_20140514_20200911_02_T1,LC80110622014134LGN01,2014/05/14,T1,2, 011, 062, 011, 062,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-14 15:32:34.443554,2014-05-14 15:33:06.21355,LGN,DAY,  56.97,  50.25,102,5,    7.084,    4.808,    5.202,LPGS_15.3.1c,56.11786713,49.35224877,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'34.58"S,80°39'03.24"W,1°50'43.87"S,81°40'34.10"W,1°50'42.40"S,79°37'44.22"W,3°56'45.96"S,81°40'38.57"W,3°56'42.86"S,79°37'35.11"W, -2.89294, -80.65090, -1.84552, -81.67614, -1.84511, -79.62895, -3.94610, -81.67738, -3.94524, -79.62642,LC08_L2SP_011062_20140514_20200911_02_T1,LC80110622014134LGN01
LC08_L2SP_011063_20140514_20200911_02_T1,LC08_L1TP_011063_20140514_20200911_02_T1,LC80110632014134LGN01,2014/05/14,T1,2, 011, 063, 011, 063,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-14 15:32:58.355771,2014-05-14 15:33:30.125767,LGN,DAY,  62.52,  45.21,85,5,    7.689,    4.586,    6.172,LPGS_15.3.1c,55.00749558,47.98084129,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,4°20'19.75"S,80°57'27.83"W,3°17'30.48"S,81°58'55.27"W,3°17'30.16"S,79°55'56.93"W,5°23'31.74"S,81°59'05.06"W,5°23'31.20"S,79°55'46.31"W, -4.33882, -80.95773, -3.29180, -81.98202, -3.29171, -79.93248, -5.39215, -81.98474, -5.39200, -79.92953,LC08_L2SP_011063_20140514_20200911_02_T1,LC80110632014134LGN01
LC08_L2SP_010059_20140523_20200911_02_T1,LC08_L1TP_010059_20140523_20200911_02_T1,LC80100592014143LGN01,2014/05/23,T1,2, 010, 059, 010, 059,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-23 15:25:07.917612,2014-05-23 15:25:39.687608,LGN,DAY,  78.46,  79.43,73,5,    7.447,    4.542,    5.902,LPGS_15.3.1c,58.18120284,51.08521488,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.68"N,78°09'51.62"W,2°29'35.05"N,79°11'09.49"W,2°29'19.10"N,77°08'25.44"W,0°23'36.10"N,79°11'15.47"W,0°23'33.58"N,77°08'38.15"W,  1.44630, -78.16434,  2.49307, -79.18597,  2.48864, -77.14040,  0.39336, -79.18763,  0.39266, -77.14393,LC08_L2SP_010059_20140523_20200911_02_T1,LC80100592014143LGN01
LC08_L2SP_010060_20140523_20200911_02_T1,LC08_L1TP_010060_20140523_20200911_02_T1,LC80100602014143LGN01,2014/05/23,T1,2, 010, 060, 010, 060,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-23 15:25:31.834065,2014-05-23 15:26:03.604061,LGN,DAY,  61.38,  61.38,64,5,    8.437,    4.766,    6.962,LPGS_15.3.1c,57.09745480,49.53538320,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,0°00'00.07"N,78°28'18.52"W,1°02'50.32"N,79°29'40.70"W,1°02'44.34"N,77°27'00.50"W,1°03'19.62"S,79°29'40.70"W,1°03'13.61"S,77°27'00.47"W,  0.00002, -78.47181,  1.04731, -79.49464,  1.04565, -77.45014, -1.05545, -79.49464, -1.05378, -77.45013,LC08_L2SP_010060_20140523_20200911_02_T1,LC80100602014143LGN01
LC08_L2SP_010061_20140523_20200911_02_T1,LC08_L1TP_010061_20140523_20200911_02_T1,LC80100612014143LGN01,2014/05/23,T1,2, 010, 061, 010, 061,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-23 15:25:55.750518,2014-05-23 15:26:27.520514,LGN,DAY,  84.93,  84.93,20,5,    9.215,    6.599,    6.432,LPGS_15.3.1c,55.98862374,48.09760047,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,1°26'46.36"S,78°46'45.12"W,0°23'56.04"S,79°48'17.35"W,0°23'54.02"S,77°45'26.82"W,2°30'06.91"S,79°48'13.39"W,2°29'54.38"S,77°45'16.06"W, -1.44621, -78.77920, -0.39890, -79.80482, -0.39834, -77.75745, -2.50192, -79.80372, -2.49844, -77.75446,LC08_L2SP_010061_20140523_20200911_02_T1,LC80100612014143LGN01
LC08_L2SP_010062_20140523_20200911_02_T1,LC08_L1TP_010062_20140523_20200911_02_T1,LC80100622014143LGN01,2014/05/23,T1,2, 010, 062, 010, 062,NADIR,   0.000,2020/09/11,2020/09/11,2014-05-23 15:26:19.671207,2014-05-23 15:26:51.441203,LGN,DAY,  71.69,  69.99,94,5,    8.631,    5.371,    6.756,LPGS_15.3.1c,54.85691992,46.76391757,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,17,WGS84,WGS84,2°53'33.18"S,79°05'12.88"W,1°50'43.51"S,80°06'51.77"W,1°50'35.56"S,78°03'46.48"W,3°56'55"S,80°06'45.90"W,3°56'37.90"S,78°03'27"W, -2.89255, -79.08691, -1.84542, -80.11438, -1.84321, -78.06291, -3.94861, -80.11275, -3.94386, -78.05750,LC08_L2SP_010062_20140523_20200911_02_T1,LC80100622014143LGN01
